"id","name","type","price","rating","numReviews","shortDescription"
"6WU1BMWR4NPE","Heineken 0.0 Non-Alcoholic Beer, 6 Pack, 11.2 fl oz Cans","Beer",17.99,4.4,61,"Heineken 0.0 6/12c"
"4HU22GLR6STZ","Heineken - 0.0 Non-Alcoholic Beer - 24x 330ml","Beer",59.95,0,0,"Heineken non-alcoholic Beer has characterful fruity notes. The body is soft and malty and the beer has a golden yellow color. Heineken non-alcoholic beer is ideal for those who want to fully enjoy"
"3QDVHO44AJZ4","Peroni Nastro Azzurro 0.0 NA Beer Non-Alcoholic Lager Brew 11.2oz Bottles - Authentic Italian Taste Without Alcohol - Refreshing Zero Alcohol Beer 0g Fat, 18.5g Carbs","Beer",29.99,3.7,3,"<li>Crafted with 0.0% alcohol content, PERONI NASTRO AZZURRO 0.0% embodies Italian craftsmanship and heritage. 0g Fat and only 18.5g Carbs.</li><li>Utilizes the finest Italian ingredients synonymous</li>"
"563599JQDS7K","Non-Alcoholic European Beer Variety 15 Pack, Award Winning Beers from Munich, Erding, Barcelona and Bitburg w Phone/Tablet Holder & Recipes","Beer",0,4,1,"<li>Bitburger Drive, 11.2oz - A prickling liveliness and an impression of intense freshness, lingering notes of hops and wormwood impart a subtle bitterness which mingles very pleasingly with malty</li>"
"3EHPG27PR6UB","Buckler Non-Alcoholic Beer, 6 Pack, 12 fl oz Bottles","Beer",23.99,5,1,"BUCKER NA 6PK BTLS"
"0SF1IZ3BXPXF","Heineken 0.0% Non-Alcohol, Alcohol Free Beer, Great Taste, Zero Alcohol, 11.2 Fl Oz | Case of 24 Cans","Beer",59.95,5,2,"Heineken 0.0% Non-Alcohol, Alcohol Free Beer, Great Taste, Zero Alcohol, 11.2 Fl Oz | Case of 24 Cans"
"2LS57UBG5SFJ","Modelo Especial Mexican Lager Import Beer, 24 Pack 12 fl. oz. Cans, 4.4% ABV","Beer",26.27,4.7,2137,"<li>Mexican pilsner beer with smooth, full-flavored notes of orange blossom honey and a hint of herb, perfectly balanced lager with a golden hue and a crisp, clean finish</li><li>Modelo cerveza that</li>"
"6C9XTBG0XV7H","Modelo Especial Mexican Lager Import Beer, 24 Pack 12 fl. oz. Bottles, 4.4% ABV","Beer",27.27,4.7,2305,"<li>Mexican pilsner beer with smooth, full-flavored notes of orange blossom honey and a hint of herb, perfectly balanced lager with a golden hue and a crisp, clean finish</li><li>Modelo cerveza that</li>"
"1Z76PXL9X4JK","Modelo Especial Mexican Lager Import Beer, 12 Pack 12 fl. oz. Bottles, 4.4% ABV","Beer",16.42,4.7,2276,"<li>Mexican pilsner beer with smooth, full-flavored notes of orange blossom honey and a hint of herb, perfectly balanced lager with a golden hue and a crisp, clean finish</li><li>Modelo cerveza that</li>"
"6EV3D3PMGFL2","Corona Extra Mexican Lager Import Beer, 24 Pack 12 fl. oz. Bottles, 4.6% ABV","Beer",27.27,4.6,4609,"<li>Even-keeled Corona beer with fruity-honey aromas, mexican lager style light bodied beer with a refreshing, crisp, and well-balanced flavor</li><li>Mexican import beer that pairs well with all</li>"
